,IDENTIFICATION,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
3410,10438.0,Pédagogique,pédagogie générale,bukavu,publique,bukavu,de bukavu,pedagogie
3855,10910.0,Littéraire,latin-philosophie,bukavu,publique,bukavu,de bukavu,latin philo
4524,12050.0,LITTERAIRE,latin philo,institut de bukavu,privé,de bukavu,de bukavu,latin philo
4640,12174.0,PEDAGOGIE,pedagogie generale,institut de bukavu,publique,de bukavu,de bukavu,pedagogie
1559,8135.0,SCIENTIFIQUE,bio-chimie,weza,catholique,weza,weza,bio-chimie
1688,8294.0,SCIENTIFIQUE,bio-chimie,weza,catholique,weza,weza,bio-chimie
1828,8480.0,Pédagogique,pédagogie générale,weza,catholique,weza,weza,pedagogie
2956,9953.0,Pédagogique,pédagogie générale,weza,catholique,weza,weza,pedagogie
3783,10834.0,Pédagogique,pédagogie générale,weza,catholique,weza,weza,pedagogie
4205,11649.0,SCIENTIFIQUE,bio chimie,institut weza,catholique,weza,weza,bio-chimie
28,2267.0,SCIENTIFIQUE,bio chimie,institut kyeshero,protestant,kyeshero,kyeshero,bio-chimie
314,4379.0,MECANIQUE,mecanique generale,kyeshero,protestant,kyeshero,kyeshero,mec gene
346,4439.0,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
353,4455.0,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
383,4511.0,MEC,mec gen,kyeshero,protestant,kyeshero,kyeshero,mec gene
454,4664.0,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
463,4680.0,PED,pg,kysehero,protestant,kysehero,kyeshero,pedagogie
464,4681.0,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
492,4757.0,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
508,4786.0,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
509,4788.0,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
513,4793.0,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
514,4795.0,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
515,4797.0,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
618,5042.0,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
673,5218.0,PED,pg,i kyeshero,protestant,kyeshero,kyeshero,pedagogie
761,6172.0,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
806,6279.0,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
821,6311.0,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
856,6368.0,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
1100,7005.0,MEC GEN,mec gene,kyeshero,protestant,kyeshero,kyeshero,mec gene
1114,7039.0,PED,pg,kyeshero,protestant,kyeshero,kyeshero,pedagogie
1192,7179.0,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
1219,7225.0,TEC,construction,kyeshero,protestant,kyeshero,kyeshero,construction
1286,7358.0,SC,bc,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
1336,7460.0,Pédagogique,pédagogie générale,kyeshero,protestant,kyeshero,kyeshero,pedagogie
1381,7598.0,TEC,batiment,kyeshero,protestant,kyeshero,kyeshero,batiment
1400,7631.0,TEC,elec,kyeshero,protestant,kyeshero,kyeshero,elec
1426,7683.0,Technique,mécanique générale,kyeshero,protestant,kyeshero,kyeshero,mec gene
1462,7750.0,SCENTIFIQUE,bio chimie,institut kyeshero,protestant,kyeshero,kyeshero,bio-chimie
1721,8341.0,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
1734,8357.0,Technique,mécanique,kyeshero,protestant,kyeshero,kyeshero,mec gene
1735,8360.0,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
1894,8580.0,Technique,electricité,kyeshero,protestant,kyeshero,kyeshero,elec
1925,8625.0,Scientifique,biologie-chimie,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
1926,8626.0,Technique,electricité industrielle,kyeshero,protestant,kyeshero,kyeshero,elec indust
1936,8638.0,Technique,mécanique générale,kyeshero,protestant,kyeshero,kyeshero,mec gene
1955,8662.0,Technique,electricité,kyeshero,protestant,kyeshero,kyeshero,elec
1992,8704.0,Scientifique,biologie chimie,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
1994,8706.0,Pédagogique,pedagogie générale,kyeshero,protestant,kyeshero,kyeshero,pedagogie
2005,8718.0,Techniqe,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2062,8863.0,Technique,mécanique générale,kyeshero,protestant,kyeshero,kyeshero,mec gene
2081,8884.0,Technique,electricité générale,kyeshero,protestant,kyeshero,kyeshero,electronique générale
2082,8885.0,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2085,8888.0,Technique,mécanique générale,kyeshero,protestant,kyeshero,kyeshero,mec gene
2098,8901.0,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2215,9021.0,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2236,9043.0,Technique,electricité générale,kyeshero,protestant,kyeshero,kyeshero,electronique générale
2270,9080.0,Technique,electricité générale,kyeshero,protestant,kyeshero,kyeshero,electronique générale
2285,9095.0,Technique,mécanique générale,kyeshero,protestant,kyeshero,kyeshero,mec gene
2432,9249.0,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2454,9272.0,Technique,mécanique générale,kyeshero,protestant,kyeshero,kyeshero,mec gene
2548,9379.0,Technique,mécanique,kyeshero,protestant,kyeshero,kyeshero,mec gene
2696,9552.0,Pédagogique,pédagogie générale,kyeshero,protestant,kyeshero,kyeshero,pedagogie
2725,9590.0,Scientifique,biologie chimie,kyeshero,protestant,kyeshero,kyeshero,bio-chimie
2737,9607.0,Pédagogique,pédagogie générale,kyeshero,protestant,kyeshero,kyeshero,pedagogie
2804,9737.0,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2843,9834.0,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2896,9889.0,Technique,construction,kyeshero,protestant,kyeshero,kyeshero,construction
2910,9903.0,Technique,electricité,kyeshero,protestant,kyeshero,kyeshero,elec
2976,9974.0,Technique,electricité,kyeshero,protestant,kyeshero,kyeshero,elec
2988,9986.0,Technique,electricité générale,kyeshero,protestant,kyeshero,kyeshero,electronique générale
3133,10145.0,Technique,electricité industrielle,kyeshero,protestant,kyeshero,kyeshero,elec indust
3220,10233.0,Technique,construction,institut kyeshero,protestant,kyeshero,kyeshero,construction
3401,10428.0,Technique,construction,kyesherà,protestant,kyesherà,kyeshero,construction
3416,10445.0,Technique,electricité générale,kyeshero,protestant,kyeshero,kyeshero,electronique générale
3585,10631.0,Technique,electricité industrielle,kyeshero,protestant,kyeshero,kyeshero,elec indust
3724,10773.0,Technique,electricité industrielle,kyeshero,protestant,kyeshero,kyeshero,elec indust
3889,11308.0,TECHNIQUE,construction,intitut kyeshero,protestant,kyeshero,kyeshero,construction
3965,11390.0,TECHNIQUE,construction,institut kyeshero,protestant,kyeshero,kyeshero,construction
3996,11421.0,TECHNIQUE,construction,institut kyeshero,protestant,kyeshero,kyeshero,construction
4179,11621.0,TECHNIQUE,electricite,institut kyeshero,protestant,kyeshero,kyeshero,elec
4216,11660.0,TECHNIQUE,construction,institut kyeshero,protestant,kyeshero,kyeshero,construction
4318,11770.0,TECHNIQUE,mecanique generale,institut kyeshero,protestant,kyeshero,kyeshero,mec gene
4394,11854.0,TECHNIQUE,mecanique generale,institut kyeshero,protestant,kyeshero,kyeshero,mec gene
4412,11874.0,TECHNIQUE,mecanique generale,institut kyeshero,protestant,kyeshero,kyeshero,mec gene
4500,12022.0,TECHNIQUE,construction,institut kyeshero,protestant,kyeshero,kyeshero,construction
4620,12151.0,TECHNIQUE,mecanique generale,institut kyeshero,protestant,kyeshero,kyeshero,mec gene
4626,12158.0,TECHNIQUE,electricite,institut kyeshero,protestant,kyeshero,kyeshero,elec
115,3730.0,TECHNIQUE,commerciale et adm,inst mgr kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
255,4272.0,TEC,ca,mgr kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
535,4839.0,SC,bc,mgr kataliko,catholique,mgr kataliko,mgr kataliko,bio-chimie
754,6155.0,TEC,ca,mgr kaqtaliko,catholique,mgr kaqtaliko,mgr kataliko,commmerciale et adm
878,6400.0,SC,mp,mgr kataliko,catholique,mgr kataliko,mgr kataliko,math-physique
907,6463.0,SC,mp,mgr kataliko,catholique,mgr kataliko,mgr kataliko,math-physique
1353,7518.0,Scientifique,biologie chimie,mgr kataliko,catholique,mgr kataliko,mgr kataliko,bio-chimie
1940,8643.0,Technique,commerciale administrative,mgr kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
2041,8799.0,Scientifique,mathématique physique,mgr kataliko,catholique,mgr kataliko,mgr kataliko,math-physique
2319,9131.0,Technique,commerciale et administrative,mgr kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
2320,9132.0,Scientifique,biologie chimie,mgr kataliko,catholique,mgr kataliko,mgr kataliko,bio-chimie
3116,10127.0,Technique,commerciale et administrative,mgr kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
3336,10356.0,Scientifique,biologie-chimie,mgr kataliko,catholique,mgr kataliko,mgr kataliko,bio-chimie
4214,11658.0,COMMERCIALE,commerciale et administrative,institut mgr  kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
4220,11664.0,COMMERCIALE,commerciale et administrative,institut mgr  kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
4316,11768.0,COMMERCIALE,commercialen et administraive,institut mgr kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
4547,12075.0,SCIENTIFIQUE,bio chimie,institut mgr kataliko,privé,mgr kataliko,mgr kataliko,bio-chimie
1,215.0,SCIENTIFIQUE,math-physique,institut vungi,protestant,vungi,vungi,math-physique
271,4311.0,SC,mp,vungi,protestant,vungi,vungi,math-physique
1720,8340.0,Scientifique,math-physique,vungi,protestant,vungi,vungi,math-physique
2181,8986.0,Scientifique,mathématique physique,vungi,protestant,vungi,vungi,math-physique
2284,9094.0,Pédagogique,pédagogie générale,vungi,protestant,vungi,vungi,pedagogie
3131,10143.0,Technique,commerciale informatique,vungi,protestant,vungi,vungi,commerciale informatique
3777,10828.0,Technique,commerciale informatique,vungi,protestant,vungi,vungi,commerciale informatique
4042,11472.0,COMMERCIALE,commerciale informatique,institut vungi,protestant,vungi,vungi,commerciale informatique
190,4041.0,PED,pg,inst saint andre,catholique,saint andre,saint andre,pedagogie
886,6420.0,TEC,secretariat informatique,divin maitre,catholique,divin maitre,saint andre,secretariat
1308,7394.0,SCIENTIFIQUE,inconnu,candidat libre,catholique,candidat libre,saint andre,inconnu
1338,7468.0,SC,bc,katana centre,catholique,katana centre,saint andre,bio-chimie
1856,8521.0,Technique,sociale,st andré,catholique,st andré,saint andre,sociale
2646,9500.0,Technique,sociale,saint andré,catholique,saint andré,saint andre,sociale
2661,9515.0,Technique,sociale,saint andré,catholique,saint andré,saint andre,sociale
3301,10318.0,Scientifique,bioligie chimie,institut katana centre,catholique,katana centre,saint andre,bio-chimie
3979,11404.0,COMMERCIALE,commerciale et administrative,institut saint andre,catholique,saint andre,saint andre,commmerciale et adm
4009,11435.0,SCIENTIFIQUE,bio chimie,college saint alphonse,catholique,saint alphonse,saint andre,bio-chimie
4035,11463.0,PEDAGOGIE,pedagogie generale,institut saint antoine,catholique,saint antoine,saint andre,pedagogie
4363,11818.0,COMMERCIALE,commercialen et administraive,college saint agate,catholique,saint agate,saint andre,commmerciale et adm
4445,11910.0,PEGAGOGIE,pedagogie generale,cs saint pierre,privé,saint pierre,saint andre,pedagogie
4538,12065.0,PEDAGOGIE,pedagogie generale,college saint laurent,catholique,saint laurent,saint andre,pedagogie
386,4515.0,LIT,lp,aigle de dieu,privé,aigle de dieu,aigle de dieu,latin philo
534,4835.0,LIT,lp,aigles de dieu,privé,aigles de dieu,aigle de dieu,latin philo
890,6426.0,LIT,lp,cs les aigles de dieu,privé,les aigles de dieu,aigle de dieu,latin philo
1182,7156.0,LIT,lp,aigles de dieu,privé,aigles de dieu,aigle de dieu,latin philo
1296,7373.0,TEC,ca,aigle de dieu,privé,aigle de dieu,aigle de dieu,commmerciale et adm
1881,8560.0,Littéraire,latin philo,cs les aigle de dieu,privé,les aigle de dieu,aigle de dieu,latin philo
2911,9904.0,Pédagogique,pédagogie générale,cs aigle pécheur,privé,aigle pécheur,aigle de dieu,pedagogie
3445,10477.0,Pédagogique,pédagogie générale,cs agneaux de dieu,privé,agneaux de dieu,aigle de dieu,pedagogie
3645,10693.0,Littéraire,latin philosophie,cs les aigles de dieu,privé,les aigles de dieu,aigle de dieu,latin philo
3851,10905.0,Pédagogique,pédagogie générale,cs don de dieu,privé,don de dieu,aigle de dieu,pedagogie
4025,11452.0,COMMERCIALE,commerciale et administrative,cs les aigles de dieu,privé,les aigles de dieu,aigle de dieu,commmerciale et adm
4572,12101.0,PEDAGOGIE,pedagogie generale,cs  agneau de dieu,privé,agneau de dieu,aigle de dieu,pedagogie
3465,10500.0,Technique,sociale,neema kwetu,privé,neema kwetu,neema kwetu,sociale
4637,12170.0,TECHNIQUE,sociale,cs  neema kwetu,privé,neema kwetu,neema kwetu,sociale
2636,9489.0,Scientifique,mathématique physique,isoko,privé,isoko,isoko,math-physique
4656,12191.0,TECHNIQUE,agriculture generale,cs  isoko,privé,isoko,isoko,agrecole
182,4014.0,SCIENTIFIQUE,math physique,college alfajiri,catholique,alfajiri,alfajiri,math-physique
196,4072.0,SCIENTIFIQUE,mp,college alfajiri,catholique,alfajiri,alfajiri,math-physique
250,4263.0,SC,ph,alfajiri,catholique,alfajiri,alfajiri,pedagogie
260,4280.0,SC,bc,alfajiri,catholique,alfajiri,alfajiri,bio-chimie
323,4396.0,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
367,4478.0,lit,lp,alfajiri,catholique,alfajiri,alfajiri,latin philo
409,4563.0,LIT,lp,alfajiri,catholique,alfajiri,alfajiri,latin philo
676,5395.0,Scientifique,biologie chimie,alfajiri,catholique,alfajiri,alfajiri,bio-chimie
764,6182.0,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
774,6214.0,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
775,6215.0,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
794,6247.0,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
989,6630.0,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
1357,7530.0,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
1363,7542.0,SC,bc,alfajiri,catholique,alfajiri,alfajiri,bio-chimie
1368,7565.0,SC,mp,alfajiri,catholique,alfajiri,alfajiri,math-physique
1398,7628.0,LIT,lp,alfajiri,catholique,alfajiri,alfajiri,latin philo
1591,8172.0,SCIENTIFIQUE,bio-chimie,alfajiri,catholique,alfajiri,alfajiri,bio-chimie
1608,8195.0,Scientifique,math-physique,alfajiri,catholique,alfajiri,alfajiri,math-physique
1802,8448.0,Scientifique,math-physique,alfajiri,catholique,alfajiri,alfajiri,math-physique
1897,8583.0,Littéraire,latin philo,alfajiri,catholique,alfajiri,alfajiri,latin philo
1945,8649.0,Scientifique,math-physique,alfajirir,catholique,alfajirir,alfajiri,math-physique
2107,8910.0,Scientifique,mathématique physique,afanjiri,catholique,afanjiri,alfajiri,math-physique
2321,9133.0,Littéraire,latin philo,afanjiri,catholique,afanjiri,alfajiri,latin philo
2791,9695.0,Scientifique,math physique,alfajiri,catholique,alfajiri,alfajiri,math-physique
2822,9783.0,Littéraire,latin philo,alfajiri,catholique,alfajiri,alfajiri,latin philo
2826,9793.0,Littéraire,latin philo,alfajiri,catholique,alfajiri,alfajiri,latin philo
2905,9898.0,Scientifique,mathématique physique,alfajiri,catholique,alfajiri,alfajiri,math-physique
3463,10498.0,Scientifique,biologie-chimie,alfajiri,catholique,alfajiri,alfajiri,bio-chimie
3571,10616.0,Scientifique,mathématique physique,alfajiri,catholique,alfajiri,alfajiri,math-physique
4283,11733.0,SCIENTIFIQUE,mathematique physique,college alfajiri,catholique,alfajiri,alfajiri,math-physique
4379,11836.0,LITERAIRE,latin philo,college alfajiri,catholique,alfajiri,alfajiri,latin philo
251,4267.0,TEC,ca,tuungane,publique,tuungane,tuungane,commmerciale et adm
343,4433.0,tech,ca,tuungane,publique,tuungane,tuungane,commmerciale et adm
403,4556.0,TEC,ca,tuungane,publique,tuungane,tuungane,commmerciale et adm
661,5184.0,PED,pg,tuungane,publique,tuungane,tuungane,pedagogie
1174,7143.0,TEC,ca,tuungane,publique,tuungane,tuungane,commmerciale et adm
1528,7965.0,PED,pg,tuungane,publique,tuungane,tuungane,pedagogie
1726,8347.0,Technique,commerciale administrative,tuungane,publique,tuungane,tuungane,commmerciale et adm
1793,8434.0,TECHNIQUE,sociale,c.s. tuungane,publique,c.s. tuungane,tuungane,sociale
1993,8705.0,Technique,commerciale administrative,tuungane,publique,tuungane,tuungane,commmerciale et adm
2585,9429.0,Technique,sociale,cs tuungane,publique,tuungane,tuungane,sociale
2845,9836.0,Pédagogique,pédagogie générale,cs tuungane,publique,tuungane,tuungane,pedagogie
2913,9906.0,Technique,commerciale et administrative,tuungane,publique,tuungane,tuungane,commmerciale et adm
3213,10226.0,Technique,commerciale et administrative,institut tuungana,publique,tuungana,tuungane,commmerciale et adm
3310,10328.0,Pedagogique,pedagogie générale,institut tuungane,publique,tuungane,tuungane,pedagogie
3984,11409.0,COMMERCIALE,commerciale et administrative,institut tuungane,publique,tuungane,tuungane,commmerciale et adm
4021,11447.0,COMMERCIALE,commerciale et administrative,cs tuungane,privé,tuungane,tuungane,commmerciale et adm
4235,11680.0,PEDAGOGIE,pedagogie generale,institut tuungane,publique,tuungane,tuungane,pedagogie
4605,12136.0,TECHNIQUE,sociale,cs tuungane,privé,tuungane,tuungane,sociale
4684,12223.0,PEDAGOGIE,pedagogie generale,institut tuwungane,publique,tuwungane,tuungane,pedagogie
94,3649.0,TEC,sociale,kavaghendi,protestant,kavaghendi,kashenda,sociale
462,4677.0,TEC,sociale,kamusenda,protestant,kamusenda,kashenda,sociale
580,4939.0,TEC NUTRI,inconnu,kavaghendi,protestant,kavaghendi,kashenda,inconnu
734,5770.0,TEC,sociale,kavaghendi,protestant,kavaghendi,kashenda,sociale
854,6363.0,TEC,sociale,kavaghendi,protestant,kavaghendi,kashenda,sociale
967,6585.0,TEC AGRICOLE,nutrition,kavaghendi,protestant,kavaghendi,kashenda,nutr
1282,7352.0,TEC,nutrition,kavaghendi,protestant,kavaghendi,kashenda,nutr
1807,8454.0,Littéraire,latin philo,kashenda,protestant,kashenda,kashenda,latin philo
1812,8461.0,Pédagogique,pédagogie générale,kashenyi 2,protestant,kashenyi 2,kashenda,pedagogie
