,IDENTIFICATION,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS
1916,8613,Pédagogique,Pédagogie Générale,Institut de goma,inconnu
1917,8616,Pédagogique,Pédagogie Générale,GS La réponse,inconnu
1918,8617,Technique,Commerciale Administrative,Tabiti,inconnu
1919,8618,Technique,Sociale,Lycée Ste Ursile,inconnu
1920,8619,Technique Agricole,Nutrition,Kabalaka,inconnu
1921,8621,Technique,Commerciale Informatique,Kavagendi,inconnu
1922,8622,Technique,Sociale,St Augustin,inconnu
1923,8623,Technique,Commerciale Administrative,Majengo,inconnu
1924,8624,Pédagogique,Pédagogie Générale,Katwa,inconnu
1925,8625,Scientifique,Biologie-Chimie,Kyeshero,inconnu
1926,8626,Technique,Electricité industrielle,Kyeshero,inconnu
1927,8627,Pédagogique,Pédagogie Générale,Ilila,inconnu
1928,8628,Technique,Sociale,Sauvetage,inconnu
1929,8629,Pédagogique,Pédagogie Générale,Nyamukola,inconnu
1930,8630,Technique,Commerciale Administrative,Muhe,inconnu
1931,8631,Technique,Industrielle,IT Salama,inconnu
1932,8632,Scientifique,Bio-Chimie,Lycée Molende,inconnu
1933,8634,Littéraire,Latin Philo,Metanoia,inconnu
1934,8635,Technique,Sociale,Hodari,inconnu
1935,8637,Technique,Construction,Alfa,inconnu
1936,8638,Technique,Mécanique générale,Kyeshero,inconnu
1937,8640,Scientifique,Math-Physique,bUNGULU,inconnu
1938,8641,Pédagogique,Pédagogie Générale,Lwanga,inconnu
1939,8642,Pédagogique,Pédagogie Générale,Maendeleo,inconnu
1940,8643,Technique,Commerciale Administrative,Mgr Kataliko,inconnu
1941,8644,Pédagogique,Pédagogie Générale,Autodidacte,inconnu
1942,8646,Pédagogique,Pédagogie Générale,Fadhili,inconnu
1943,8647,Pédagogique,Pédagogie Générale,Kavanda,inconnu
1944,8648,Technique,Nutrition,Lycée Ste Ursile,inconnu
1945,8649,Scientifique,Math-Physique,Alfajirir,inconnu
1946,8650,Pédagogique,Pédagogie Générale,Mikeno NC,inconnu
1947,8651,Scientifique,Bio-Chimie,Bungulu,inconnu
1948,8652,Scientifique,Math-Physique,Huruma,inconnu
1949,8653,Technique,Sociale,Beni,inconnu
1950,8654,Pédagogique,Pédagogie Générale,Zawadi,inconnu
1951,8655,Pédagogique,Pédagogie Générale,Mabakanga,inconnu
1952,8657,Technique,Mécanique Générale,Mahamba,inconnu
1953,8658,Pédagogique,Padagogie générale,Autodidacte,inconnu
1954,8661,Technique,Mécanique,ITIG,inconnu
1955,8662,Technique,Electricité,Kyeshero,inconnu
1956,8663,Technique,Mécanique générale,ITIG,inconnu
1957,8665,Scientifique,Biologie-Chimie,Kashofu,inconnu
1958,8666,Technique,Commerciale Administrative,Autodidacte,inconnu
1959,8667,Pédagogique,Pédagogie générale,Kashofu,inconnu
1960,8668,Technique,Mécanique générale,ITIG,inconnu
1961,8669,Technique,Commerciale Administrative,Mikeno Islamique,inconnu
1962,8670,Pédagogique,Pédagogie générale,Monvu/Isingo,inconnu
1963,8671,Technique,Commerciale Administrative,Rutshuru,inconnu
1964,8672,Scientifique,Biologie-Chimie,Lycée Amani,inconnu
1965,8673,Technique,Commerciale Administrative,Moria,inconnu
1966,8674,Technique,Sociale,53,inconnu
1967,8675,Technique,Commerciale Administrative,Nuru/uvira,inconnu
1968,8676,Littéraire,Latin philo,Bungulu,inconnu
1969,8677,Pédagogique,Pédagogie générale,Katwa,inconnu
1970,8678,Pédagogique,Pédagogie générale,Bulumbi,inconnu
1971,8679,Pédagogique,Pédagogie Générale,Mont Carmel,inconnu
1972,8680,Technique,Commerciale Administrative,Mwanga,inconnu
1973,8681,Scientifique,Mathématique Physique,Goma,inconnu
1974,8682,Scientifique,Mathématique Physique,Kambali,inconnu
1975,8683,Technique,Sociale,Lycée Sainte Ursule,inconnu
1976,8685,Littéraire,Latin Philo,Mont Goma,inconnu
1977,8686,Technique,Commerciale Administrative,Maendeleo,inconnu
1978,8687,Pédagogique,Pédagogie générale,Autodidacte,inconnu
1979,8688,Technique,Commerciale Information,Mgr Guido Maria,inconnu
1980,8690,Littéraire,Latin Philo,Lycée Wima,inconnu
1981,8691,Littéraire,Latin Philo,Himbi,inconnu
1982,8692,Pédagogique,Pédagogie Générale,Mushimbakye,inconnu
1983,8693,Technique,Commerciale Administrative,Mwanga,inconnu
1984,8694,Pédagogique,Pédagogie Générale,CS Kamagema,inconnu
1985,8695,Technique,Commerciale Administrative,Metanoia,inconnu
1986,8696,Technique,Mécanique Géénrale,ITIG,inconnu
1987,8697,Littéraire,Latin Philo,Bushumba,inconnu
1988,8698,Pédagogique,Pédagogie générale,Butumba,inconnu
1989,8699,Technique,Commerciale Administrative,Majengo,inconnu
1990,8700,Scientifique,Mathématique Physique,EDAP ISP BKV,inconnu
1991,8701,Scientifique,Mathématique Physique,Saint Paul,inconnu
1992,8704,Scientifique,Biologie Chimie,Kyeshero,inconnu
1993,8705,Technique,Commerciale Administrative,Tuungane,inconnu
1994,8706,Pédagogique,Pedagogie générale,Kyeshero,inconnu
1995,8708,Pédagogique,Pédagogie générale,Moria,inconnu
1996,8709,Pédagogique,Pédagogie Générale,Lycée Katana,inconnu
1997,8710,Pédagogique,Pédagogie Générale,GS Elie,inconnu
1998,8711,Technique,Sociale,Mont Sinai,inconnu
1999,8712,Technique,Commerciale et Administrative,Faraja,inconnu
2000,8713,Techniqe,Commerciale et Administrative,Instigo,inconnu
2001,8714,Technique,Sociale,Notre dame Olame,inconnu
2002,8715,Litteraire,Latin philo,st Rosere,inconnu
2003,8716,Techniqe,Commerciale et Administrative,Mwanga,inconnu
2004,8717,Techniqe,Commerciale et Administrative,Metanoia,inconnu
2005,8718,Techniqe,Construction,Kyeshero,inconnu
2006,8719,Pédagogique,Pédagogie Générale,Lukanga,inconnu
2007,8720,Pédagogique,Pédagogie Générale,Lukanga,inconnu
2008,8721,Scientifique,Biologie chimie,ICL,inconnu
2009,8722,Scientifique,Mathématique physiqe,Collège Saint Paul,inconnu
2010,8723,Pédagogique,Pédagogie Générale,Kamole,inconnu
2011,8724,Technique,Commerciale Administrative,Ufahamu,inconnu
2012,8728,Scientifique,Biologie Chimie,Base,inconnu
2013,8731,Scientifique,Biologie chimie,Faraja,inconnu
2014,8737,Scientifique,Biologie Chimie,Lycée Amani,inconnu
2015,8739,Technique,Commerciale et Administrative,Alliance ouest africaine,inconnu
2016,8740,Littéraire,Latin philo,Maendeleo,inconnu
2017,8741,Technique,Commerciale et Administrative,BUNGULU,inconnu
2018,8742,SCIENTIFIQUE,Math Physique,College Mayele,inconnu
2019,8743,Scientifique,Math Physique,Mont Amba,inconnu
2020,8744,Technique,coupe couture,Lycée KImbilio,inconnu
2021,8745,Technique,Mécanique générale,Visoke,inconnu
2022,8747,Technique,Sociale,Lycée Kigonza,inconnu
2023,8748,Technique,Sociale,Bangu,inconnu
2024,8750,technique,Commerciale Administrative,Maendeleo,inconnu
2025,8752,PEDAGOGIEQUE,PEDA GENERALE,Baraka,inconnu
2026,8753,Pédagogique,Pédagogie Générale,Kasika,inconnu
2027,8755,Litteraire,Latin philo,Himbi,protestant
2028,8758,Pédagogique,Pédagogie Générale,Lukanga,inconnu
2029,8762,Scientifique,Biologie chimie,Mwanga,inconnu
2030,8768,Pédagogique,Pédagogie Générale,TARAJA,inconnu
2031,8770,Scientifique,Mathématique Physique,Majengo,inconnu
2032,8771,Technique,Nutrition,lycée Sainte Ursule,inconnu
2033,8773,TECHNIQUE,Commerciale Administrative,Lunya,inconnu
2034,8774,Pédagogique,Pédagogie Générale,Metanoia,inconnu
2035,8778,Pédagogique,Pédagogie Générale,Fazili,inconnu
2036,8781,Littéraire,Latin philo,IDAP ISP BUNIA,inconnu
2037,8782,Technique,Electricité Générale,ITI Mahamba,inconnu
2038,8786,Littéraire,Latin Philo,Mwanga,inconnu
2039,8789,Pédagogique,Pédagogie Générale,Chemchem,inconnu
2040,8792,Pédagogique,Pédagogie Générale,Ntoto,inconnu
2041,8799,Scientifique,Mathématique Physique,Mgr Kataliko,inconnu
2042,8800,Pédagogique,Pédagogie Générale,Mugunga,inconnu
2043,8809,Pédagogique,Pédagogie Générale,Mont Sinai,privé
2044,8810,Pédagogique,Pédagogie Générale,Bukibanyana,inconnu
2045,8812,Pédagogique,Pédagogie Générale,Autodidacte,inconnu
2046,8813,Pédagogique,Pédagogie Générale,Beni,inconnu
2047,8817,Pédagogique,Pédagogie Générale,Rwaraga,inconnu
2048,8818,Technique,Commerciale Administrative,Ibanda,inconnu
2049,8822,Technique,Sociale,Mikeno nc,inconnu
2050,8823,Pédagogique,Pédagogie générale,Kisimba,inconnu
2051,8825,Littéraire,Latin philo,CS OKAPI,inconnu
2052,8832,Technique,Sociale,Lycée Kigonze,inconnu
2053,8840,Technique,Commerciale Administrative,Mavuno,inconnu
2054,8841,Littéraire,Latin Philo,Mwanga,inconnu
2055,8843,Pédagogique,Pédagogie Générale,CEAGO,inconnu
2056,8846,Pédagogique,Pédagogie générale,Kipushi,inconnu
2057,8847,Technique,Sociale,Mikeno,inconnu
2058,8849,Technique,Commerciale Administrative,ESPOIR1,inconnu
2059,8854,Pédagogique,Pédagogie générale,kyambogho,inconnu
2060,8859,Pédagogique,Pédagogie Générale,Totoro,inconnu
2061,8861,Technique,Commerciale Administrative,Mont Sinai,inconnu
2062,8863,Technique,Mécanique générale,Kyeshero,inconnu
2063,8864,Pédagogique,Pédagogie Générale,FARAJA,inconnu
2064,8865,Scientifique,Biologie chimie,GS consulaire Congolaise/Rwanda,inconnu
2065,8866,Pédagogique,Pédagogie Générale,Metanoia,inconnu
2066,8867,Technique,Commerciale et Administrative,Faraja,inconnu
2067,8868,Technique,Commerciale et Administrative,Mwanga,inconnu
2068,8869,Technique,Commerciale et Administrative,Mwanga,inconnu
2069,8871,Scientifique,Mathématique physiqe,Goma,inconnu
2070,8872,Scientifique,Biologie Chimie,Institut Mwanga,inconnu
2071,8873,Technique,Electronique Générale,ITK Mahamba,inconnu
2072,8874,Technique,Sociale,Uzima,inconnu
2073,8875,Technique,Commerciale Administrative,zanner,inconnu
2074,8876,Littéraire,Latin-philo,Metanoia,inconnu
2075,8877,Technique,Batiment,Uenezaji,inconnu
2076,8878,Pédagogique,Pédagogie Générale,Espoir 2,inconnu
2077,8879,Technique,Sociale,Tupendane FEC,inconnu
2078,8880,Technique,Commerciale et Administrative,Mont Goma,inconnu
2079,8881,Littéraire,Latin philo,Metanoia,inconnu
2080,8883,Pédagogique,Pédagogie Générale,Du lac/Kamvivira,inconnu
2081,8884,Technique,Electricité générale,Kyeshero,inconnu
2082,8885,Technique,Construction,Kyeshero,inconnu
2083,8886,Technique,Sociale,Mikeno Islamique,inconnu
2084,8887,Scientifique,Mathématique physiqe,College Saint Paul,inconnu
2085,8888,Technique,Mécanique générale,Kyeshero,inconnu
2086,8889,Technique,Nutrition,Lycée Saint Ursile,inconnu
2087,8890,Pédagogique,Pédagogie Générale,CS Lukuga,inconnu
2088,8891,Pédagogique,Pédagogie Générale,Mont Carmel,inconnu
2089,8892,Pédagogique,Pédagogie Générale,Fadhili,inconnu
2090,8893,Technique,Sociale,Mugunga,inconnu
2091,8894,Technique,Sociale,Uzima,inconnu
2092,8895,Scientifique,Biologie chimie,Mwanga,inconnu
2093,8896,Scientifique,Biologie chimie,Lycée de Kingasani II,inconnu
2094,8897,Scientifique,Biologie chimie,Lycée Cirezi,inconnu
2095,8898,Technique,Commerciale et Administrative,Metanoia,inconnu
2096,8899,Technique,Commerciale et Administrative,Lwanzururu,inconnu
2097,8900,Littéraire,Latin philo,Metanoia,inconnu
2098,8901,Technique,Construction,Kyeshero,inconnu
2099,8902,Technique,Commerciale et Administrative,Mwanga,inconnu
2100,8903,Scientifique,Biologie chimie,Mwanga,inconnu
2101,8904,Technique,Sociale,Sayuni,inconnu
2102,8905,Technique,agricole,ITAP Kisharu,inconnu
2103,8906,Technique,Commerciale et Administrative,Mont Goma,inconnu
2104,8907,Technique,Commerciale et Administrative,Isidore Bakanja,inconnu
2105,8908,Scientifique,Biologie chimie,Lycée Amani,inconnu
2106,8909,Littéraire,Latin philo,Maendeleo,inconnu
2107,8910,Scientifique,Mathématique physique,Afanjiri,inconnu
2108,8911,Pédagogique,Pédagogie Générale,Nyamokola,inconnu
2109,8912,Littéraire,Latin philo,Mzizi,inconnu
2110,8913,Pédagogique,Pédagogie Générale,BARAKA,inconnu
2111,8914,Pédagogique,Pédagogie Générale,Lowa,inconnu
2112,8915,Scientifique,Biologie chimie,Lycée Esengo,inconnu
2113,8916,Pédagogique,Pédagogie Générale,Maendeleo,inconnu
2114,8917,Scientifique,Biologie chimie,Faraja,inconnu
2115,8918,Technique,Sociale,Sayuni,inconnu
2116,8919,Pédagogique,Pédagogie Générale,Sayuni,inconnu
2117,8920,Technique,Sociale,Maendeleo,inconnu
2118,8921,Littéraire,Latin philo,Autodidacte,inconnu
2119,8922,Littéraire,Latin philo,ZANNER,inconnu
2120,8923,Scientifique,Biologie chimie,DE GOMA,inconnu
2121,8924,Technique,Commerciale et Administrative,Ushindi,inconnu
2122,8925,Pédagogique,Pédagogie Générale,CS du 8 mars,inconnu
2123,8926,Technique,Agronomie,ISEA,inconnu
2124,8927,Pédagogique,Pédagogie Générale,Visoke,inconnu
2125,8928,Pédagogique,Pédagogie Générale,Lukeba,inconnu
2126,8929,Technique,Sociale,Lycée Saint Ursule,catholique
2127,8930,Pédagogique,Pédagogie Générale,Bakandja,inconnu
2128,8932,Pédagogique,Pédagogie Générale,Maendeleo,inconnu
2129,8933,Technique,Commerciale et Administrative,Bungulu,inconnu
2130,8934,Technique,Mécanique générale,Maranatha,inconnu
2131,8935,Technique,Commerciale et Administrative,Metanoia,inconnu
2132,8936,Pédagogique,Pédagogie Générale,CS La Conscience,inconnu
2133,8937,Littéraire,Latin philo,Metanoia,inconnu
2134,8938,Pédagogique,Pédagogie Générale,Metanoia,inconnu
2135,8940,Technique,Commerciale et Administrative,Isidore Bakanja,inconnu
2136,8941,Littéraire,Latin-philo,Savana school international,inconnu
2137,8942,Scientifique,Biologie Chimie,EDAP/ISP Bkv,inconnu
2138,8943,Pédagogique,Pédagogie générale,Kabishamage,inconnu
2139,8944,Technique,Nutrition,Lycée Sainte Ursule,inconnu
2140,8945,Technique,Sociale,Lycée Mapema,inconnu
2141,8946,Scientifique,Biologie Chimie,Isidore Bakandja,inconnu
2142,8947,Littéraire,Latin-philo,Metanoia,inconnu
2143,8948,Pédagogique,Pédagogie générale,Fadhili,inconnu
2144,8949,Littéraire,Latin-philo,Nyantende,inconnu
2145,8950,Pédagogique,Pédagogie générale,Lycée Kamanyola,inconnu
2146,8951,Technique,Commerciale et Administrative,Institut Mwanga,inconnu
2147,8952,Technique,Sociale,Aleluya,inconnu
2148,8953,Technique,Construction,Uenezaji,inconnu
2149,8954,Scientifique,Biologie Chimie,Mama yetu,inconnu
2150,8955,Pédagogique,Pédagogie Générale,Collège Christ roi,inconnu
2151,8956,Technique,Commerciale et Administrative,Metanoia,inconnu
2152,8957,Technique,Sociale,Rutoboko,inconnu
2153,8958,Scientifique,Biologie chimie,ICL,inconnu
2154,8959,Pédagogique,Pédagogie Générale,Lycée Kimbilio,inconnu
2155,8960,Technique,Commerciale et Administrative,Mwanga,inconnu
2156,8961,Scientifique,Biologie chimie,Maranatha,inconnu
2157,8962,Pédagogique,Pédagogie Générale,Kasika,inconnu
2158,8963,Technique,Commerciale et Administrative,Metanoia,inconnu
2159,8964,Pédagogique,Pédagogie Générale,Mudaka,inconnu
2160,8965,Technique,Commerciale et Administrative,Mwanga,inconnu
2161,8966,Scientifique,Biologie chimie,De la Gombe,inconnu
2162,8967,Technique,Commerciale et Administrative,Himbi,inconnu
2163,8968,Technique,Commerciale et Administrative,Kisolokele,inconnu
2164,8969,Scientifique,Mathématique Physique,Institut de Goma,inconnu
2165,8970,Pédagogique,Pédagogie générale,Maranatha,inconnu
2166,8971,Pédagogique,Pédagogie Générale,Maranatha,inconnu
2167,8972,Technique,Commerciale et Administrative,Mwanga,inconnu
2168,8973,Technique,Coupe couture,Lycée Chemchem,inconnu
2169,8974,Technique,Commerciale et Administrative,SAINT JOSEPH,inconnu
2170,8975,Scientifique,Biologie chimie,MATENDO,inconnu
2171,8976,Technique,Commerciale et Administrative,Mwanga,inconnu
2172,8977,Pédagogique,Pédagogie Générale,tchofi,inconnu
2173,8978,Pédagogique,Pédagogie Générale,Metanoia,inconnu
2174,8979,Scientifique,Biologie chimie,SAINT PAUL,inconnu
2175,8980,Technique,Commerciale et Administrative,jikaze,inconnu
2176,8981,Technique,Commerciale et Administrative,Mwanga,inconnu
2177,8982,Technique,Sociale,Mont Sinai,inconnu
2178,8983,Scientifique,Biologie chimie,Tupendane,inconnu
2179,8984,Technique,Sociale,Lycée Sainte Ursule,inconnu
2180,8985,Pédagogique,Pédagogie Générale,Maranathan,inconnu
2181,8986,Scientifique,Mathématique Physique,Vungi,inconnu
2182,8987,Technique,Commerciale et Administrative,Goma,inconnu
2183,8988,Technique,Commerciale et Administrative,Majengo,inconnu
2184,8989,Scientifique,Mathématique Physiqe,SAINT PAUL,inconnu
2185,8990,Technique,Commerciale et Administrative,Bungulu,inconnu
2186,8991,Technique,Sociale,Mululu,inconnu
2187,8992,Pédagogique,Pédagogie Générale,Mushosho,inconnu
2188,8993,Technique,Commerciale et Administrative,Moria,inconnu
2189,8994,Technique,Electricité industrielle,Avenir,inconnu
2190,8995,Technique,Commerciale et Administrative,Himbi,inconnu
2191,8996,Pédagogique,Pédagogie Générale,Lycée Kimbilio,inconnu
2192,8997,Technique,Coupe couture,Lycée Kimbilio,inconnu
2193,8998,Technique,Commerciale et Administrative,Mwanga,inconnu
2194,8999,Technique,Sociale,Msawato,inconnu
2195,9000,Pédagogique,Pédagogie Générale,Nyabushongo,inconnu
2196,9001,Pédagogique,Pédagogie Générale,Matendo,inconnu
2197,9002,Pédagogique,Pédagogie Générale,Metanoia,inconnu
2198,9003,Technique,Commerciale et Administrative,Mwanga,inconnu
2199,9004,Technique,Sociale,Bukombo,inconnu
2200,9005,Technique,Sociale,Luholu,inconnu
2201,9006,Technique,Sociale,Mont Carmel,inconnu
2202,9007,Technique,Sociale,Mont Carmel,inconnu
2203,9008,Littéraire,Latin philo,Mwanga,inconnu
2204,9009,Technique,Commerciale et Administrative,Majengo,inconnu
2205,9010,Pédagogique,Pédagogie Générale,Mont Sinai,inconnu
2206,9011,Pédagogique,Pédagogie Générale,Matendo,inconnu
2207,9012,Scientifique,Biologie chimie,Majengo,inconnu
2208,9013,Littéraire,Latin philo,Mwanga,inconnu
2209,9014,Technique,Commerciale et Administrative,Jikaze,inconnu
2210,9015,Technique,Commerciale et Administrative,Mikeno nc,inconnu
2211,9016,Technique,Commerciale et Administrative,Mwanga,inconnu
2212,9018,Pédagogique,Pédagogie Générale,Lycée Kilimani,inconnu
2213,9019,Pédagogique,Pédagogie Générale,Matendo,inconnu
2214,9020,Pédagogique,Pédagogie Générale,Maranatha,inconnu
2215,9021,Technique,Construction,Kyeshero,inconnu
2216,9022,Scientifique,Mathématique Physiqe,La Sagesse,inconnu
2217,9023,Technique,Commerciale et Administrative,ZANNER,inconnu
2218,9024,Littéraire,Latin philo,Mwanga,inconnu
2219,9025,Technique,Sociale,Totoro,inconnu
2220,9027,Scientifique,Biologie chimie,Matendo,inconnu
2221,9028,Technique,Commerciale et Administrative,Lycée Anuarite,inconnu
2222,9029,Scientifique,Mathématique Physiqe,Majengo,inconnu
2223,9030,Scientifique,Biologie chimie,Majengo,inconnu
2224,9031,Technique,Commerciale et Administrative,Metanoia,inconnu
2225,9032,Technique,Commerciale et Administrative,Mwanga,inconnu
2226,9033,Technique,Commerciale et Administrative,Mikeno nc,inconnu
2227,9034,Littéraire,Latin philo,Metanoia,inconnu
2228,9035,Pédagogique,Pédagogie Générale,CS Yesu ni jibu,inconnu
2229,9036,Technique,Electronique,ITIG,inconnu
2230,9037,Technique,Mécanique générale,ITIG,inconnu
2231,9038,Scientifique,Biologie chimie,Pierre Bouvet,inconnu
2232,9039,Scientifique,Biologie chimie,Metanoia,inconnu
2233,9040,Pédagogique,Pédagogie Générale,Maendeleo,inconnu
2234,9041,Littéraire,Latin philo,Nyantende,inconnu
2235,9042,Technique,Commerciale et Administrative,Mwanga,inconnu
2236,9043,Technique,Electricité générale,Kyeshero,inconnu
2237,9044,Scientifique,Mathématique Physiqe,Instigo,inconnu
2238,9045,Technique,Commerciale et Administrative,Mwanga,inconnu
2239,9046,Technique,Sociale,Pilote de Kalima,inconnu
2240,9047,Technique,Sociale,Uzima,inconnu
2241,9048,Technique,Sociale,Bmba Gombo,inconnu
2242,9049,Technique,Commerciale et Administrative,Majengo,inconnu
2243,9050,Pédagogique,Pédagogie Générale,Matendo,inconnu
2244,9051,Technique,Sociale,Mawato,inconnu
2245,9052,Pédagogique,Pédagogie Générale,BUTURANDE,inconnu
2246,9053,Scientifique,Mathématique Physiqe,Elimu,inconnu
2247,9054,Technique,Electricité générale,ITFM Fundi Maendeleo,inconnu
2248,9055,Technique,Sociale,Lycée Saint Ursule,inconnu
2249,9056,Technique,Electricité générale,ITIG,inconnu
2250,9057,Littéraire,Latin philo,ZANNER,inconnu
2251,9058,Pédagogique,Pédagogie Générale,Kitunda,inconnu
2252,9059,Technique,Commerciale et Administrative,Katwa,inconnu
2253,9060,Scientifique,Biologie chimie,Mgr GUIDO MARIA CONFORTI,inconnu
2254,9061,Scientifique,Biologie Chimie,Mwanga,inconnu
2255,9064,Technique,Commerciale Administrative,Himbi,inconnu
2256,9066,Technique,Electricité industrielle,ITIG,inconnu
2257,9067,Technique,Electricité industrielle,ITIG,inconnu
2258,9068,Technique,Commerciale et Administrative,Isidore Bakanja,inconnu
2259,9069,Scientifique,Biologie chimie,Isidore Bakanja,inconnu
2260,9070,Technique,Commerciale et Administrative,Isidore Bakanja,inconnu
2261,9071,Pédagogique,Pédagogie Générale,GS consulaire Congolaise/Rwanda,inconnu
2262,9072,Technique,Sociale,Amkeni,inconnu
2263,9073,Pédagogique,Pédagogie Générale,Kimua,inconnu
2264,9074,Pédagogique,Pédagogie Générale,CS Kiribunye,inconnu
2265,9075,Pédagogique,Pédagogie Générale,CS Espoir 2,inconnu
2266,9076,Technique,Commerciale et Administrative,Virunga,inconnu
2267,9077,Pédagogique,Pédagogie Générale,Himbi,inconnu
2268,9078,Technique,Electronique,ITIG,inconnu
2269,9079,Pédagogique,Pédagogie Générale,CS Lumière du progrès,inconnu
2270,9080,Technique,Electricité générale,Kyeshero,inconnu
2271,9081,Technique,Electricité industrielle,ITFM Fundi Maendeleo,inconnu
2272,9082,Technique,Commerciale et Administrative,Metanoia,inconnu
2273,9083,Technique,Commerciale et Administrative,Lycée technique Mapendano,inconnu
2274,9084,Technique,Construction,Saint marc,inconnu
2275,9085,Technique,Sociale,Moria,inconnu
2276,9086,Scientifique,Biologie chimie,Kashofu,inconnu
2277,9087,Technique,Commerciale et Administrative,Himbi,inconnu
2278,9088,Pédagogique,Pédagogie Générale,Metanoia,inconnu
2279,9089,Technique,Sociale,Wapole,inconnu
2280,9090,Technique,Commerciale et Administrative,Himbi,inconnu
2281,9091,Pédagogique,Pédagogie Générale,Umoja,inconnu
2282,9092,Pédagogique,Pédagogie Générale,Maranatha,inconnu
2283,9093,Scientifique,Biologie chimie,Institut Pilote de Kalima,inconnu
2284,9094,Pédagogique,Pédagogie Générale,Vungi,inconnu
2285,9095,Technique,Mécanique générale,Kyeshero,inconnu
2286,9096,Technique,Commerciale et Administrative,Majengo,inconnu
2287,9097,Technique,Sociale,Hekima,inconnu
